SCAFFOLD,AMOUNT,FREQUENCY,DATABASE,DNMT1,LigBuilder,AlvaBuilder
c1ccc(-c2ccc(CN=c3[nH]cnc4cc(OCC5CCN(CCN=c6cc[nH]c7ccccc67)CC5)ccc34)cc2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(Nc1ccccc1)c1ccc(NN=Cc2cnn(-c3ccccc3)c2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc2c(=NC3CCNCC3)cc(C3CCOCC3)[nH]c2cc1OCCCN1CCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(Nc1ccccc1N1CCCC1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc2c(=NC3CCNCC3)cc(N3CCNCC3)[nH]c2cc1OCCCN1CCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1cc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)cc[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(c1ccccc1)N1C(c2ccccc2)C=CCC1c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1c2ccc(OCC3CCN(CCN=c4cc[nH]c5ccccc45)CC3)cc2ncn1CCCc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(OC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1c(=Cc2ccccc2)c(=CSc2ccccc2)[nH]n1-c1nc2ccccc2s1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1c(=Cc2ccc(-c3ccccc3)o2)sc2nc3cccnc3n12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 2 (0.04%)
O=c1c(=Cc2ccc(-c3ccccc3)o2)sc2nc3ccccc3n12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1c(-c2ccccc2)coc2ccccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 1 (0.02%)
O=S(=O)(c1ccccc1)c1cccc2c(S(=O)(=O)c3ccccc3)cccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 1 (0.02%)
O=S(=O)(c1ccccc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 1 (0.02%)
O=c1[nH]nc2c3c(cccc13)-c1ccccc1-2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1[nH]cnc2c1ncn2C1CCCO1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1[nH]ccc(=NCc2ccccc2)[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1[nH]ccc(=NCCNCCCOc2ccc3c(=NCCCc4ccccc4)[nH]cnc3c2)[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1[nH]ccc(=NCCN2CCC(COc3ccc4c(=NCCCc5ccccc5)[nH]cnc4c3)CC2)[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2ccc3nncn3c2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1cc(CSc2nnnn2-c2ccccc2)[nH]c(N=c2ncc3ccccc3[nH]2)n1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NCc3ccc(C4CCCCC4)cc3)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1cc[nH]c(=O)n1Cc1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NCC3CCNCC3)c3ccc(OC4CC5(CNC5)C4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1[nH]c(=NCc2ccccc2)ccn1C1CCCO1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc2c(=NC3CCNCC3)cc(C3CCCO3)[nH]c2cc1OCCCN1CCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(Oc1ccc(C2=NOC3CNCC23)cc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc2c(=NC3CCNCC3)[nH]c(N3CCCCC3)nc2cc1OCCCN1CCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc2c(=NC3CCNCC3)[nH]c(C3CCCCC3)nc2cc1OCCCN1CCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(Oc1ccc(C2=NOCC2)cc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc(CN=c2[nH]cnc3c2ncn3C2CCCO2)ccn1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)n[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1ccc(N=Nc2ccccc2)c[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)co1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=S(=O)(Oc1ccc2c(c1)[nH]c1ccccc12)c1cccc2ccccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)[nH]n1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1c[nH]c(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1oc2ccccc2c2[nH]c3ccccc3c12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1ccocc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(C2=NCC(CN3CCCC3)O2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=c1ccc2ccc(Oc3cc4ccc(OC5CCCCO5)cc4oc3=O)cc2o1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(Sc2ccccc2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(c1)CCCC2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(c1)C1=NCCN1c1ccccc1-2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(NCCN=c3[nH]cnc4cc(OCC5CCN(CCN=c6cc[nH]c7ccccc67)CC5)ccc34)cccc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(CCn3cccc3)c[nH]c2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(CCCN=c3[nH]cnc4cc(OCC5CCN(CCN=c6cc[nH]c7ccccc67)CC5)ccc34)cccc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CC4(CCNCC4)C3)c3ccc(OCC4CCNCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(=Nc3ccc(N4CCNCC4)cc3)cc[nH]c2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(=NCCCCCN3CCCC3)nc(N3CCCC3)[nH]c2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(=NC3CCNCC3)nc(N3CCOCC3)[nH]c2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(SNCCc2c[nH]c3ccccc23)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(c1)c1ccccc1n2CC(Cn1c2ccccc2c2ccccc21)OCCCN1CCCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CC4CCC(C3)N4)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(SNCCc2c[nH]c3ccccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CCC34CCNC4)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(SN2CCC(Cc3c[nH]c4ccccc34)C2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(OCc2nnc(-c3ccccc3)o2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(OCCCN2Cc3ccccc3C2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(NCc2nc3ccccc3[nH]2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(NCCN=c2[nH]cnc3cc(OCC4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(c1)c1c(c3ccccc32)CN2CCCC2C1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(N=Nc2c[nH]c3ccccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(-c4ccoc4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3C4CCC3CNC4)c3ccc(OC4CC5(CNC5)C4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cncc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(N=c3cc[nH]c4cc(OCCCN5CCCC5)ccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(N=c3cc(-c4ccco4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3nc(-c4ccco4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc[nH]c4cc(OCCCN5CCCC5)ccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(N4CCCCC4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(C4CCCCC4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(-c4cccs4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2cc3ccccc3cc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 9 (0.16%)
c1cnc(N2CCC(CN=c3cc(-c4ccco4)[nH]c4ccccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(-c4ccco4)[nH]c4cc(OCCCN5CCCC5)ccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CCC(CN=c3cc(-c4ccco4)[nH]c4cc(OCC5CCNCC5)ccc34)CC2)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1cnc(N2CC3CCC(C2)C3CN=c2cc(-c3ccco3)[nH]c3ccccc23)nc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccoc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccn2c(CCc3nnc4ccccn34)nnc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CC4(CCNC4)C3)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2oc(-c3cc(=NC4CCNCC4)c4ccc(OCCCN5CCCC5)cc4[nH]3)cc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc2ncccc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 1 (0.02%)
c1ccc(N=c2[nH]cnc3c2ncn3C2CCCO2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(N2CCN(c3nc(=NC4CCN(Cc5ccc6ccccc6c5)CC4)c4ccccc4[nH]3)CC2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CCNCC3)c3ccc(OCCCN4CCC5(CC5)C4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccc6ncccc6c5)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCCN4CCN(CCN=c5cc[nH]c6ccccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCCCNCCN=c4cc[nH]c5ccccc45)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(c5ccnc6ccccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cncc6ccccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cnc6ccccc6c5)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccnc6ccccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccccc5)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cccc6ncccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5cccc6cnccc56)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccc6ccccc6c5)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCN=c2[nH]cnc3c2ncn3C2CCCO2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OCC4CCN(CCNc5ccc6[nH]ccc6c5)CC4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3cc(OC4CCN(CCN=c5cc[nH]c6ccccc56)C4)ccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN=c2[nH]cnc3c2ncn3C2CCCO2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CCCN2CCC(N=c3[nH]c(N4CCN(c5ccccc5)CC4)nc4ccccc34)CC2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(CC2CCNCC2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CCNCC3)c3ccc(OC4CC5(C4)CN(C4CC4)C5)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1coc(-c2cc(=NC3CCNCC3)c3ccc(OC4CCNCC4)cc3[nH]2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ccc(C2CCC(CN=c3cc(-c4ccco4)[nH]c4cc(OCCCN5CCCC5)ccc34)CC2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
