SCAFFOLD,AMOUNT,FREQUENCY,DATABASE,DNMT1,LigBuilder,AlvaBuilder
N=c1[nH]ccc(=Nc2ccc(C(=O)Nc3ccc(N=c4cc[nH]c5ccccc45)cc3)cc2)[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c2ccccc2c2nc(-c3cccnc3)nn12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1SCCNCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1CSCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1C(=Cc2ccc(SCc3ccco3)o2)C(=O)N=C2SC=NN12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1CNCCCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1CCSCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1CCNCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=O)n(C2CCCO2)cc1CCCSCC1CCC(n2cnc3c(=N)[nH]cnc32)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=c1[nH]c(=NC2CCNCC2)c2ccccc2[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1c2ccccc2-c2ccccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1CC(=O)c2cccnc2C1=O,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1C=CC=CC1=N,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1C(=Cc2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccco3)=NN12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
N=C1C(=Cc2cccn2-c2ccccc2)C(=O)N=C2SN=CN12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)NCc1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COC(=O)c1ccccc1)N=c1[nH]ccs1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CC(c2cccc(OCCCCOc3ccc(-c4nn[nH]n4)cc3)c2)=NN1C1CCCCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CC(N=c2cc(-c3ccco3)[nH]c3cc(OCCCN4CCCC4)ccc23)CCN1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CC(=O)C(C2CC3C(=O)CC2CC3=O)O1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=CC(=O)c2ncccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=CC(=O)c2ccccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=CC(=O)N1CCc1ccc(-n2nnc(-c3ccncc3)n2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=CC(=O)N1CCc1ccc(-n2nnc(-c3cccc4ccccc34)n2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=C(c2ccccc2)C(=O)N1Cc1c[nH]c2ccccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C=C(N2CC2)c2ccccc2C1=O,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C2CC=CCC2C(c2cccc(OCCCCOc3ccc(-c4nn[nH]n4)cc3)c2)=NN1C1CCCCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C(=O)c2c(C(=O)c3ccccc3)coc2-c2ccccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C(=Cc2ccccc2)C(c2ccccc2)=NN1c1nc(-c2ccccc2)cs1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1C(=CC=Cc2ccccc2)CCC1=CC=Cc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 2 (0.04%)
O=C(c1ccco1)N1CCN(C(=O)c2cccc3c2C(=O)N(c2ccccc2)C3)CC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccccc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = 71 (2.85%),denovoAlva = missing
O=C(c1ccccc1)c1ccc2nc3sccc3c(=O)n2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccccc1)c1ccc2nc3sc4c(c3c(=O)n2c1)CCCC4,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccccc1)N1CCC(Cc2c[nH]c3ccccc23)C1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccc2ccccc2c1)N1CCC(Cc2c[nH]c3ccccc23)C1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccc(=O)oc1)N1CCOCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1ccc(=O)oc1)N1CCCCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(c1cc2c(s1)CCC2)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CCC2C3=C(CCC2C1)C1CCCC1CC3,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CCCC2=c3c(ccc4ccccc34)=NC(c3ccco3)C12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1CN(C(=O)c2cccs2)C(c2ccccc2)c2ccccc2N1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)NC(=O)C1=CC=Cc1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1c2ccccc2-c2ccccc21,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1c2ccccc2-c2cccc3cccc1c23,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1SC(=Cc2ccccc2)C(=O)N1Cc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1OC=CC1=Cc1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1Nc2ccccc2C1=O,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(Sc2cccc3ccccc23)o1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)SC1=Cc1cn(-c2ccccc2)nc1-c1cccs1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)SC1=Cc1ccc(-c2nc3ccccc3s2)o1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)SC1=CC1=C(c2cccs2)Oc2ccccc2C1c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)N=C1Cc1ccc2c(c1)OCO2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccccc3)C3CCCCC3)cccc2N1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=S)N(Cc2ccccc2)C(=O)C1=Cc1ccc[nH]1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 2 (0.04%)
O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccoc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
C(=Cc1nc2ccccc2s1)c1ccc(Nc2ccccc2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=Cc1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=O)C(=Cc2ccco2)C(=O)N1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1N=C(NCc2ccco2)NCN1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1N=C(Cc2ccc(-c3ccccc3)o2)C(=O)N1c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1N=C(Cc2ccc(-c3ccccc3)o2)C(=O)N1Cc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C1COc2ccc(C(=O)COC(=O)C=Cc3ccco3)cc2N1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Oc1ccc(-c2nc(-c3ccccn3)no2)cc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nn1ccc(-c2nc(-c3ccccc3)cs2)c1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COC(=O)c1ccccc1)Nc1cc2c(s1)CCCCC2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1ccccc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = 1 (0.04%),denovoAlva = 3 (0.05%)
O=C(Cn1ncc2cn(Cc3ccccc3)cc2c1=O)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cn1cnc2ccccc21)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cn1cnc(C(=O)Nc2ccccc2)n1)NCc1ccc2[nH]ncc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cc1cccs1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cc1cccs1)Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cc1cccs1)N=c1[nH]nc(Cc2ccccc2)s1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cc1ccccc1)Nc1ccc(C=NNC(=O)c2ccccc2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Cc1ccccc1)C(=O)NCCSSCCNC(=O)C(=O)Cc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(C[n+]1cccc2ccccc21)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1ncnc2sccc12)N=c1[nH]c(-c2ccccc2)cs1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1nc2ccccc2[nH]1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1nc(=O)cc[nH]1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1nc(=O)c2ccccc2[nH]1)N=c1[nH]c(-c2ccccc2)cs1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1ccsc1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(CSc1cc2[nH]ccc(=O)c2s1)N=c1[nH]c2ccccc2s1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COc1cnn(-c2ccccc2)c(=O)c1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COc1ccccc1)Nc1ccc(N2CCCC2)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COc1ccccc1)N1CCC2(CC(c3ccccc3)=NO2)C1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COc1ccc(C=NNC(=O)c2ccccc2)cc1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COc1ccc(C=Cc2nc3ccccc3s2)cc1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(COC(=O)c1cccs1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(N=c1[nH]ccs1)c1cc2cc3ccccc3nc2s1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(N=c1[nH]nc(-c2ccncc2)s1)Nc1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(N=c1[nH]ncs1)c1ccco1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NN=Cc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1cc2cnn(-c3ccccc3)c2s1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1cccc(S(=O)(=O)N=C2CCCN2)c1)c1cc(-c2ccco2)nc2ccccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1cccc(-n2cccc2)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(Nc1cc(-c2cccc(CN3CCOCC3)c2)ccc1N1CCNCC1)c1ccc(=O)[nH]c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NS(=O)(=O)c1ccccc1)C1(c2ccccc2)CCNCC1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NNC(=O)c1cccc(-n2cccc2)c1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NN=Cc1cn(Cc2ccccc2)c2ccccc12)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NN=Cc1ccoc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 1 (0.02%)
O=C(NN=Cc1cccn1-c1ccccc1)c1cc2ccccc2o1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = 2 (0.04%)
O=C(NCc1csc(-c2ccccc2)n1)OC1CN2CCC1CC2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCC(=O)c1ccccc1)Nc1ccc2nnsc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCc1ccccc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCc1ccccc1)c1cccc(N2C(=O)N=C(Cc3ccccc3)C2=O)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccnc(N3CCNCC3)c2)cc2[nH]ncc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccccc1)c1ccc2ncccc2c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccccc1)c1ccc2c(c1)OCO2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccccc1)c1ccc2c(c1)OCCO2,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccccc1)c1cc(-c2ccco2)nc2ccccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccccc1)c1c[nH]c2ncccc12,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCCc1ccc(CCC(=O)N2CCOCC2)cc1)c1ccccc1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
O=C(NCC1CCCCC1)c1cccc(N2C(=O)N=C(Cc3ccccc3)C2=O)c1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
c1ncc2ncn(C3CCCO3)c2n1,1,0.134589502,DNMT1,DNMT1 = 1 (0.13%),denovoLig = missing,denovoAlva = missing
